#elements in 0, #edges,# mistakes,alpha 0, List of elements in 0,
56, 466, 162, -0.8860097835149692, 1152 2306 390 1287 1418 909 1549 2190 1427 2069 149 918 1558 409 1056 675 680 809 44 1070 48 2868 182 1981 1598 1855 2112 1729 2758 71 2632 75 720 848 1874 1875 2517 2646 343 1497 2141 2655 2019 996 2148 1770 1262 751 623 624 2160 1904 2161 1910 886 894 ,,
20, 66, 20, -0.7999582648522672, 1793 995 996 453 2469 1320 1103 720 1715 915 2549 1142 918 855 2584 440 409 2396 2141 2333 ,,
9, 20, 4, -0.89133545676937, 2625 2161 931 247 2567 810 2141 1726 398 ,,
9, 20, 4, -0.89133545676937, 388 436 1877 1690 1146 42 2651 460 2141 ,,
3, 4, 1, -0.6706719891559407, 1604 1098 2141 ,,
3, 4, 1, -0.6706719891559407, 2483 1372 2141 ,,
3, 4, 1, -0.6706719891559407, 48 1601 1403 ,,
9, 20, 4, -0.89133545676937, 1137 674 1142 1654 855 1050 2571 2716 2895 ,,
3, 4, 1, -0.6706719891559407, 1681 534 2141 ,,
23, 64, 19, -0.8179566755509601, 1984 1825 1187 2531 2567 456 904 1770 1933 47 48 80 2256 1874 1587 2004 1366 758 311 2104 893 2271 1631 ,,
3, 4, 1, -0.6706719891559407, 1729 1770 2269 ,,
3, 4, 1, -0.6706719891559407, 1184 1140 2141 ,,
9, 20, 4, -0.8657819437607011, 65 1730 473 2716 396 1437 1534 2719 1215 ,,
3, 4, 1, -0.6706719891559407, 1369 396 2141 ,,
22, 64, 19, -0.8768701552616294, 2112 992 513 1730 2370 2311 969 585 1770 909 749 1713 1587 1779 1139 2645 1910 2518 1366 2614 952 1693 ,,
22, 64, 15, -0.766428888586911, 2084 810 588 2381 1167 1008 1265 2225 1011 2707 884 21 2869 56 2716 2396 2141 2365 1950 990 511 2719 ,,
3, 4, 1, -0.6706719891559407, 2101 1543 2141 ,,
3, 4, 1, -0.6706719891559407, 2326 2845 2141 ,,
3, 4, 1, -0.6706719891559407, 2723 501 1770 ,,
3, 4, 1, -0.6706719891559407, 698 2108 2141 ,,
3, 4, 1, -0.6706719891559407, 2770 2183 2141 ,,
12, 28, 3, -0.9496201022603955, 272 2032 1539 1172 260 612 1300 1093 1944 1705 2137 2716 ,,
12, 38, 9, -0.8988893204315682, 1570 2723 915 2243 1604 2517 1142 2183 1320 220 110 2895 ,,
3, 4, 1, -0.6706719891559407, 176 2615 2141 ,,
22, 64, 19, -0.8049005262418948, 2723 963 1699 68 1157 2565 2470 2891 2571 2315 396 1264 626 2323 1589 2709 2874 2235 1051 2428 573 1246 ,,
3, 4, 1, -0.6706719891559407, 48 1506 687 ,,
6, 14, 4, -0.6401853871738971, 48 1874 995 2567 425 189 ,,
3, 4, 1, -0.6706719891559407, 1780 1033 2141 ,,
