#elements in 0, #edges,# mistakes,alpha 0, List of elements in 0,
159, 5088, 2146, -0.7555347047738944, 1 1643 1917 816 1097 277 1633 1908 258 1356 5483 1903 25 8525 1348 2180 1882 1610 2956 3326 3327 1604 795 4921 11204 7934 5733 3562 5209 1144 297 2965 3217 1854 1036 615 613 1298 4012 1572 1303 3470 3044 7815 1834 2784 89 2514 1585 3485 879 2513 102 3019 3251 1551 2301 2537 1545 582 1547 1815 5939 1539 13095 1320 3234 5934 833 3237 6346 3037 598 843 840 3515 2756 2033 6098 1493 1217 6199 3699 949 128 3697 951 944 132 1499 1227 134 1237 2871 695 1246 6458 5614 2026 4753 3411 688 388 1526 11076 1523 2013 11579 1987 2836 1265 6121 661 4788 182 1512 3443 12942 204 203 202 3089 4596 1435 1983 2379 195 2376 1979 740 5537 6020 5538 2388 2124 2127 1180 2122 3348 5061 6470 715 2160 3122 7735 1466 1949 5109 1674 3385 8618 2149 1201 6480 1683 1694 3591 2157 5519 ,,
3, 4, 1, -0.6706719891559407, 202 10782 6533 ,,
49, 506, 218, -0.6953830392862429, 821 410 1 1217 816 277 202 1983 944 4203 11422 132 1227 195 740 1237 4690 1953 5725 1715 2124 9185 2784 3889 1180 29 451 388 879 102 2301 5674 582 853 173 1815 3122 3666 1949 833 2836 292 5209 1144 598 1683 843 1451 5519 ,,
3, 4, 1, -0.6706719891559407, 2624 393 202 ,,
3, 4, 1, -0.6706719891559407, 10395 1113 202 ,,
3, 4, 1, -0.6706719891559407, 11013 9756 277 ,,
3, 4, 1, -0.6706719891559407, 12598 202 5392 ,,
9, 20, 4, -0.9543798858200282, 5333 4197 7500 3317 202 12687 6528 1072 951 ,,
3, 4, 1, -0.6706719891559407, 2287 4196 202 ,,
73, 308, 85, -0.9960529198337769, 2751 1917 954 277 10698 9903 13146 132 13150 1237 4526 5360 2727 5612 4756 4753 4995 388 4647 6539 2476 1123 4502 2837 426 7513 13041 297 662 4666 1512 8673 7505 4784 1016 10227 2920 4012 1160 1162 1983 2376 1979 4931 5537 9130 6850 9124 9123 89 10646 879 102 4439 715 2301 9927 7556 2885 976 1949 6783 4839 8967 2149 6618 11972 10767 840 13101 1072 5383 ,,
3, 4, 1, -0.6706719891559407, 202 9046 2873 ,,
3, 4, 1, -0.6706719891559407, 1985 202 13267 ,,
3, 4, 1, -0.6706719891559407, 202 9880 10207 ,,
3, 4, 1, -0.6706719891559407, 6929 202 2885 ,,
3, 4, 1, -0.6706719891559407, 6692 4406 202 ,,
3, 4, 1, -0.6706719891559407, 277 1007 4938 ,,
3, 4, 1, -0.6706719891559407, 2301 277 9171 ,,
3, 4, 1, -0.6706719891559407, 12989 277 5757 ,,
